0:[[1.0, 0.0, 0.0, 1.0, 207.0, 456.0, 2.0, 0.0, 0.0, 0.0, 549.0, 0.0, 1.0, 0.0, 0.0, 50.0, 0.0, 0.0, 741.0, 372.0, 0.0, 913.0, 1.0, 147.0, 0.0, 0.0, 654.0, 0.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0, 287.0, 403.0, 0.0, 0.0, 0.0, 0.0, 548.0, 0.0, 0.0, 0.0, 0.0, 42.0, 0.0, 0.0, 808.0, 316.0, 0.0, 814.0, 0.0, 186.0, 0.0, 1.0, 688.0, 0.0, 0.0, 1.0, 0.0, 1.0], [2.0, 0.0, 0.0, 0.0, 244.0, 428.0, 1.0, 0.0, 0.0, 0.0, 550.0, 0.0, 0.0, 0.0, 0.0, 58.0, 0.0, 0.0, 739.0, 366.0, 0.0, 887.0, 0.0, 144.0, 0.0, 0.0, 673.0, 0.0, 1.0, 2.0, 0.0, 1.0], [0.0, 0.0, 0.0, 0.0, 248.0, 422.0, 0.0, 0.0, 0.0, 0.0, 554.0, 0.0, 0.0, 0.0, 0.0, 42.0, 0.0, 0.0, 779.0, 389.0, 0.0, 899.0, 0.0, 151.0, 0.0, 0.0, 611.0, 0.0, 0.0, 1.0, 0.0, 0.0]]
1:[[0.0, 1.0, 0.0, 66.0, 0.0, 327.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 64.0, 0.0, 697.0, 20.0, 0.0, 0.0, 1.0, 1744.0, 460.0, 0.0, 0.0, 0.0, 0.0, 713.0, 3.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 64.0, 0.0, 316.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 51.0, 0.0, 687.0, 16.0, 0.0, 1.0, 8.0, 1770.0, 374.0, 0.0, 0.0, 0.0, 1.0, 803.0, 3.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 45.0, 0.0, 355.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 74.0, 0.0, 693.0, 15.0, 0.0, 0.0, 3.0, 1774.0, 402.0, 0.0, 0.0, 0.0, 0.0, 729.0, 4.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 53.0, 0.0, 352.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 67.0, 0.0, 662.0, 18.0, 0.0, 0.0, 6.0, 1746.0, 483.0, 0.0, 0.0, 0.0, 0.0, 703.0, 3.0, 1.0, 0.0, 0.0, 0.0]]
2:[[18.0, 0.0, 5.0, 240.0, 0.0, 2018.0, 0.0, 68.0, 1.0, 0.0, 252.0, 0.0, 27.0, 0.0, 0.0, 0.0, 61.0, 2.0, 0.0, 32.0, 0.0, 240.0, 39.0, 338.0, 189.0, 143.0, 0.0, 0.0, 41.0, 1.0, 0.0, 381.0], [21.0, 0.0, 6.0, 191.0, 0.0, 1992.0, 0.0, 63.0, 0.0, 0.0, 291.0, 0.0, 22.0, 0.0, 0.0, 0.0, 79.0, 0.0, 0.0, 32.0, 0.0, 280.0, 38.0, 264.0, 223.0, 142.0, 0.0, 0.0, 66.0, 2.0, 0.0, 384.0], [27.0, 0.0, 7.0, 246.0, 0.0, 2014.0, 0.0, 81.0, 0.0, 0.0, 296.0, 0.0, 27.0, 0.0, 0.0, 0.0, 43.0, 1.0, 0.0, 23.0, 0.0, 243.0, 43.0, 297.0, 205.0, 132.0, 0.0, 0.0, 48.0, 2.0, 0.0, 361.0], [23.0, 0.0, 2.0, 271.0, 0.0, 2004.0, 0.0, 62.0, 0.0, 0.0, 266.0, 0.0, 26.0, 0.0, 0.0, 0.0, 36.0, 1.0, 0.0, 28.0, 0.0, 256.0, 34.0, 362.0, 178.0, 159.0, 0.0, 0.0, 53.0, 3.0, 0.0, 332.0]]
3:[[0.0, 1.0, 14.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 219.0, 196.0, 104.0, 373.0, 0.0, 0.0, 0.0, 0.0, 2019.0, 16.0, 50.0, 186.0, 0.0, 0.0, 41.0, 74.0, 171.0, 184.0, 53.0, 374.0, 8.0, 0.0], [0.0, 7.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 7.0, 210.0, 302.0, 102.0, 340.0, 3.0, 0.0, 0.0, 1.0, 1998.0, 20.0, 34.0, 224.0, 0.0, 2.0, 45.0, 59.0, 130.0, 140.0, 41.0, 418.0, 9.0, 0.0], [1.0, 1.0, 8.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 234.0, 197.0, 125.0, 320.0, 4.0, 0.0, 0.0, 2.0, 2014.0, 15.0, 37.0, 199.0, 1.0, 1.0, 41.0, 72.0, 137.0, 196.0, 55.0, 419.0, 10.0, 0.0], [0.0, 6.0, 9.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 218.0, 229.0, 136.0, 348.0, 2.0, 0.0, 0.0, 1.0, 2011.0, 9.0, 48.0, 174.0, 0.0, 1.0, 51.0, 82.0, 159.0, 164.0, 46.0, 381.0, 14.0, 0.0]]
4:[[119.0, 207.0, 0.0, 0.0, 0.0, 289.0, 0.0, 0.0, 3.0, 252.0, 28.0, 7.0, 0.0, 3.0, 0.0, 152.0, 0.0, 24.0, 0.0, 20.0, 0.0, 6.0, 4.0, 1937.0, 658.0, 9.0, 23.0, 2.0, 2.0, 196.0, 138.0, 17.0], [84.0, 149.0, 0.0, 0.0, 0.0, 286.0, 0.0, 0.0, 1.0, 263.0, 43.0, 6.0, 0.0, 4.0, 0.0, 139.0, 0.0, 31.0, 0.0, 12.0, 0.0, 5.0, 5.0, 1920.0, 696.0, 12.0, 32.0, 3.0, 1.0, 212.0, 159.0, 33.0], [115.0, 195.0, 0.0, 0.0, 0.0, 320.0, 0.0, 0.0, 2.0, 271.0, 25.0, 2.0, 0.0, 7.0, 0.0, 146.0, 0.0, 31.0, 0.0, 4.0, 0.0, 6.0, 1.0, 1950.0, 605.0, 21.0, 30.0, 1.0, 1.0, 217.0, 131.0, 15.0], [114.0, 211.0, 0.0, 0.0, 0.0, 283.0, 0.0, 0.0, 3.0, 230.0, 52.0, 1.0, 0.0, 8.0, 0.0, 154.0, 0.0, 23.0, 0.0, 14.0, 0.0, 8.0, 6.0, 1960.0, 611.0, 17.0, 33.0, 4.0, 0.0, 215.0, 127.0, 22.0]]
5:[[3.0, 0.0, 79.0, 339.0, 23.0, 0.0, 150.0, 178.0, 6.0, 0.0, 52.0, 116.0, 3.0, 13.0, 0.0, 0.0, 0.0, 0.0, 64.0, 0.0, 0.0, 1461.0, 0.0, 0.0, 25.0, 0.0, 2.0, 0.0, 1437.0, 0.0, 0.0, 145.0], [2.0, 0.0, 98.0, 310.0, 19.0, 0.0, 130.0, 200.0, 5.0, 0.0, 53.0, 161.0, 5.0, 18.0, 0.0, 0.0, 0.0, 0.0, 46.0, 0.0, 0.0, 1446.0, 0.0, 0.0, 40.0, 0.0, 1.0, 2.0, 1403.0, 0.0, 0.0, 157.0], [2.0, 0.0, 92.0, 322.0, 17.0, 0.0, 134.0, 203.0, 14.0, 0.0, 60.0, 151.0, 4.0, 23.0, 0.0, 0.0, 0.0, 0.0, 41.0, 0.0, 0.0, 1432.0, 0.0, 0.0, 37.0, 0.0, 1.0, 0.0, 1427.0, 0.0, 0.0, 136.0], [1.0, 1.0, 121.0, 313.0, 26.0, 0.0, 138.0, 197.0, 2.0, 0.0, 58.0, 112.0, 5.0, 26.0, 2.0, 0.0, 0.0, 0.0, 28.0, 0.0, 0.0, 1473.0, 0.0, 0.0, 28.0, 0.0, 1.0, 0.0, 1432.0, 0.0, 0.0, 132.0]]
6:[[0.0, 29.0, 0.0, 0.0, 1674.0, 0.0, 0.0, 1066.0, 13.0, 70.0, 0.0, 3.0, 8.0, 0.0, 5.0, 352.0, 26.0, 0.0, 0.0, 95.0, 422.0, 4.0, 2.0, 0.0, 139.0, 0.0, 0.0, 168.0, 0.0, 13.0, 6.0, 1.0], [0.0, 23.0, 0.0, 0.0, 1622.0, 1.0, 0.0, 1024.0, 26.0, 92.0, 0.0, 1.0, 12.0, 0.0, 7.0, 448.0, 22.0, 2.0, 0.0, 87.0, 389.0, 0.0, 2.0, 0.0, 150.0, 0.0, 0.0, 164.0, 0.0, 21.0, 3.0, 0.0], [0.0, 36.0, 0.0, 0.0, 1647.0, 0.0, 0.0, 1052.0, 9.0, 95.0, 0.0, 3.0, 11.0, 0.0, 6.0, 389.0, 28.0, 1.0, 0.0, 97.0, 391.0, 0.0, 1.0, 0.0, 134.0, 0.0, 0.0, 174.0, 0.0, 18.0, 3.0, 1.0], [0.0, 40.0, 0.0, 0.0, 1617.0, 0.0, 0.0, 1076.0, 24.0, 75.0, 0.0, 2.0, 8.0, 0.0, 3.0, 375.0, 21.0, 0.0, 0.0, 111.0, 417.0, 0.0, 1.0, 0.0, 147.0, 0.0, 0.0, 151.0, 0.0, 22.0, 4.0, 2.0]]
7:[[2.0, 23.0, 194.0, 225.0, 5.0, 169.0, 79.0, 0.0, 1874.0, 98.0, 0.0, 0.0, 0.0, 152.0, 0.0, 78.0, 0.0, 0.0, 0.0, 0.0, 332.0, 54.0, 0.0, 117.0, 57.0, 92.0, 107.0, 293.0, 0.0, 3.0, 135.0, 7.0], [1.0, 33.0, 241.0, 192.0, 14.0, 199.0, 69.0, 0.0, 1866.0, 139.0, 0.0, 0.0, 0.0, 126.0, 0.0, 85.0, 0.0, 0.0, 0.0, 1.0, 292.0, 54.0, 0.0, 114.0, 37.0, 53.0, 113.0, 321.0, 0.0, 6.0, 127.0, 13.0], [4.0, 26.0, 176.0, 173.0, 15.0, 195.0, 88.0, 0.0, 1876.0, 114.0, 0.0, 0.0, 0.0, 143.0, 0.0, 58.0, 0.0, 0.0, 0.0, 1.0, 346.0, 76.0, 0.0, 99.0, 50.0, 78.0, 121.0, 308.0, 0.0, 0.0, 134.0, 15.0], [2.0, 25.0, 194.0, 210.0, 9.0, 193.0, 64.0, 0.0, 1857.0, 132.0, 0.0, 0.0, 0.0, 187.0, 0.0, 82.0, 0.0, 0.0, 0.0, 0.0, 290.0, 68.0, 0.0, 121.0, 46.0, 92.0, 91.0, 308.0, 0.0, 0.0, 116.0, 9.0]]
8:[[0.0, 93.0, 62.0, 1.0, 72.0, 2.0, 3.0, 9.0, 52.0, 98.0, 76.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 294.0, 616.0, 23.0, 0.0, 67.0, 0.0, 5.0, 3.0, 334.0, 916.0, 1169.0, 0.0, 148.0, 47.0], [0.0, 86.0, 69.0, 1.0, 40.0, 0.0, 2.0, 6.0, 33.0, 111.0, 85.0, 0.0, 17.0, 0.0, 0.0, 0.0, 0.0, 0.0, 268.0, 620.0, 42.0, 0.0, 75.0, 0.0, 4.0, 10.0, 328.0, 911.0, 1171.0, 0.0, 166.0, 51.0], [0.0, 93.0, 86.0, 1.0, 57.0, 3.0, 2.0, 8.0, 32.0, 99.0, 83.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 260.0, 619.0, 39.0, 0.0, 91.0, 0.0, 3.0, 7.0, 306.0, 920.0, 1156.0, 0.0, 160.0, 66.0], [0.0, 86.0, 55.0, 1.0, 78.0, 0.0, 3.0, 7.0, 29.0, 82.0, 76.0, 0.0, 19.0, 0.0, 0.0, 0.0, 0.0, 0.0, 306.0, 601.0, 26.0, 0.0, 73.0, 0.0, 3.0, 6.0, 342.0, 909.0, 1163.0, 0.0, 169.0, 62.0]]
9:[[3.0, 0.0, 34.0, 7.0, 0.0, 0.0, 278.0, 0.0, 0.0, 29.0, 0.0, 0.0, 0.0, 0.0, 278.0, 15.0, 0.0, 0.0, 1279.0, 12.0, 40.0, 124.0, 978.0, 76.0, 0.0, 586.0, 3.0, 311.0, 0.0, 0.0, 12.0, 31.0], [3.0, 0.0, 47.0, 2.0, 0.0, 0.0, 265.0, 0.0, 0.0, 33.0, 0.0, 0.0, 0.0, 0.0, 294.0, 12.0, 0.0, 0.0, 1230.0, 9.0, 47.0, 126.0, 996.0, 92.0, 0.0, 599.0, 3.0, 295.0, 0.0, 2.0, 15.0, 26.0], [2.0, 0.0, 38.0, 7.0, 0.0, 0.0, 287.0, 0.0, 1.0, 21.0, 1.0, 0.0, 0.0, 0.0, 278.0, 16.0, 0.0, 0.0, 1311.0, 9.0, 46.0, 95.0, 995.0, 90.0, 0.0, 586.0, 3.0, 279.0, 0.0, 0.0, 13.0, 18.0], [4.0, 0.0, 47.0, 6.0, 0.0, 0.0, 293.0, 0.0, 0.0, 32.0, 0.0, 0.0, 0.0, 0.0, 286.0, 6.0, 0.0, 0.0, 1242.0, 7.0, 61.0, 112.0, 964.0, 59.0, 0.0, 576.0, 5.0, 348.0, 0.0, 4.0, 16.0, 28.0]]
