0:[[0.0, 2.0, 0.0, 0.0, 249.0, 423.0, 0.0, 0.0, 0.0, 0.0, 539.0, 0.0, 0.0, 4.0, 0.0, 33.0, 0.0, 0.0, 813.0, 172.0, 0.0, 1051.0, 0.0, 104.0, 0.0, 54.0, 649.0, 0.0, 0.0, 0.0, 1.0, 2.0], [0.0, 1.0, 0.0, 0.0, 199.0, 472.0, 0.0, 0.0, 0.0, 0.0, 550.0, 0.0, 0.0, 1.0, 0.0, 18.0, 0.0, 0.0, 851.0, 149.0, 0.0, 1013.0, 0.0, 93.0, 0.0, 68.0, 679.0, 0.0, 0.0, 0.0, 0.0, 2.0], [0.0, 1.0, 0.0, 0.0, 193.0, 416.0, 0.0, 1.0, 0.0, 0.0, 542.0, 0.0, 0.0, 1.0, 0.0, 26.0, 0.0, 0.0, 793.0, 135.0, 0.0, 1105.0, 0.0, 92.0, 0.0, 67.0, 723.0, 0.0, 0.0, 0.0, 0.0, 1.0], [0.0, 5.0, 0.0, 0.0, 227.0, 434.0, 0.0, 0.0, 0.0, 0.0, 505.0, 0.0, 0.0, 1.0, 0.0, 31.0, 0.0, 0.0, 832.0, 141.0, 0.0, 1042.0, 1.0, 84.0, 0.0, 63.0, 729.0, 0.0, 0.0, 0.0, 0.0, 1.0]]
1:[[2.0, 7.0, 0.0, 66.0, 1.0, 290.0, 2.0, 2.0, 29.0, 5.0, 0.0, 0.0, 0.0, 188.0, 0.0, 425.0, 8.0, 0.0, 0.0, 0.0, 1664.0, 467.0, 4.0, 7.0, 15.0, 11.0, 796.0, 8.0, 0.0, 92.0, 7.0, 0.0], [1.0, 4.0, 0.0, 57.0, 0.0, 277.0, 0.0, 1.0, 25.0, 14.0, 0.0, 1.0, 0.0, 199.0, 1.0, 471.0, 6.0, 0.0, 0.0, 0.0, 1671.0, 435.0, 2.0, 11.0, 12.0, 19.0, 793.0, 12.0, 0.0, 80.0, 3.0, 1.0], [1.0, 3.0, 0.0, 52.0, 0.0, 287.0, 0.0, 0.0, 18.0, 6.0, 0.0, 0.0, 3.0, 207.0, 0.0, 440.0, 14.0, 0.0, 0.0, 0.0, 1710.0, 450.0, 2.0, 13.0, 16.0, 13.0, 782.0, 7.0, 1.0, 68.0, 3.0, 0.0], [1.0, 7.0, 0.0, 68.0, 3.0, 314.0, 0.0, 1.0, 19.0, 11.0, 0.0, 0.0, 5.0, 161.0, 0.0, 438.0, 18.0, 0.0, 0.0, 0.0, 1697.0, 459.0, 0.0, 12.0, 24.0, 8.0, 758.0, 9.0, 0.0, 77.0, 6.0, 0.0]]
2:[[2.0, 0.0, 60.0, 89.0, 12.0, 2000.0, 27.0, 100.0, 0.0, 0.0, 322.0, 0.0, 0.0, 0.0, 0.0, 21.0, 209.0, 0.0, 0.0, 2.0, 3.0, 244.0, 37.0, 437.0, 114.0, 175.0, 7.0, 2.0, 85.0, 44.0, 0.0, 104.0], [2.0, 0.0, 50.0, 75.0, 6.0, 2006.0, 27.0, 100.0, 1.0, 0.0, 303.0, 0.0, 0.0, 0.0, 0.0, 21.0, 202.0, 1.0, 1.0, 1.0, 3.0, 247.0, 46.0, 491.0, 114.0, 168.0, 8.0, 1.0, 81.0, 25.0, 0.0, 116.0], [0.0, 0.0, 34.0, 90.0, 11.0, 2015.0, 16.0, 102.0, 0.0, 0.0, 286.0, 0.0, 0.0, 0.0, 0.0, 16.0, 160.0, 1.0, 3.0, 2.0, 0.0, 284.0, 47.0, 471.0, 126.0, 173.0, 19.0, 1.0, 77.0, 35.0, 0.0, 127.0], [1.0, 0.0, 53.0, 79.0, 2.0, 2010.0, 33.0, 124.0, 0.0, 1.0, 284.0, 0.0, 0.0, 0.0, 0.0, 13.0, 202.0, 1.0, 2.0, 2.0, 2.0, 263.0, 29.0, 467.0, 111.0, 175.0, 9.0, 2.0, 71.0, 30.0, 0.0, 130.0]]
3:[[0.0, 316.0, 11.0, 0.0, 0.0, 1.0, 10.0, 0.0, 0.0, 0.0, 338.0, 368.0, 0.0, 190.0, 0.0, 6.0, 387.0, 12.0, 1967.0, 1.0, 0.0, 248.0, 1.0, 0.0, 52.0, 30.0, 47.0, 68.0, 27.0, 13.0, 3.0, 0.0], [0.0, 326.0, 6.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 353.0, 351.0, 2.0, 193.0, 0.0, 5.0, 422.0, 8.0, 1988.0, 1.0, 1.0, 236.0, 3.0, 0.0, 48.0, 19.0, 28.0, 60.0, 24.0, 14.0, 2.0, 1.0], [1.0, 325.0, 10.0, 0.0, 0.0, 1.0, 5.0, 1.0, 1.0, 0.0, 343.0, 299.0, 0.0, 201.0, 1.0, 6.0, 401.0, 14.0, 2002.0, 2.0, 0.0, 210.0, 0.0, 0.0, 48.0, 30.0, 80.0, 85.0, 20.0, 7.0, 2.0, 1.0], [0.0, 356.0, 11.0, 0.0, 0.0, 1.0, 3.0, 0.0, 0.0, 0.0, 353.0, 359.0, 0.0, 181.0, 0.0, 3.0, 383.0, 16.0, 1989.0, 0.0, 0.0, 258.0, 2.0, 0.0, 42.0, 18.0, 29.0, 56.0, 22.0, 13.0, 1.0, 0.0]]
4:[[170.0, 24.0, 4.0, 0.0, 0.0, 240.0, 0.0, 0.0, 0.0, 158.0, 0.0, 0.0, 0.0, 1.0, 0.0, 256.0, 0.0, 0.0, 2.0, 201.0, 39.0, 0.0, 186.0, 1911.0, 554.0, 41.0, 5.0, 134.0, 0.0, 157.0, 13.0, 0.0], [164.0, 31.0, 1.0, 0.0, 0.0, 253.0, 0.0, 1.0, 0.0, 127.0, 0.0, 0.0, 0.0, 1.0, 0.0, 240.0, 0.0, 2.0, 1.0, 222.0, 56.0, 0.0, 158.0, 1939.0, 554.0, 36.0, 3.0, 139.0, 0.0, 161.0, 6.0, 1.0], [177.0, 29.0, 1.0, 0.0, 0.0, 245.0, 0.0, 0.0, 0.0, 154.0, 0.0, 1.0, 0.0, 0.0, 0.0, 276.0, 0.0, 0.0, 3.0, 193.0, 54.0, 0.0, 147.0, 1932.0, 534.0, 30.0, 2.0, 166.0, 3.0, 144.0, 5.0, 0.0], [198.0, 29.0, 3.0, 0.0, 0.0, 280.0, 0.0, 0.0, 0.0, 146.0, 0.0, 0.0, 0.0, 1.0, 0.0, 229.0, 0.0, 0.0, 3.0, 162.0, 43.0, 0.0, 155.0, 1925.0, 560.0, 34.0, 6.0, 156.0, 0.0, 152.0, 14.0, 0.0]]
5:[[0.0, 6.0, 34.0, 449.0, 0.0, 0.0, 81.0, 450.0, 1.0, 1.0, 75.0, 97.0, 1.0, 17.0, 45.0, 0.0, 42.0, 0.0, 71.0, 1.0, 0.0, 1056.0, 0.0, 2.0, 32.0, 0.0, 10.0, 0.0, 1275.0, 0.0, 165.0, 185.0], [1.0, 7.0, 53.0, 425.0, 0.0, 0.0, 110.0, 467.0, 0.0, 2.0, 90.0, 85.0, 1.0, 16.0, 51.0, 1.0, 55.0, 0.0, 67.0, 1.0, 0.0, 1044.0, 0.0, 3.0, 25.0, 0.0, 4.0, 0.0, 1229.0, 0.0, 166.0, 193.0], [1.0, 9.0, 48.0, 392.0, 0.0, 0.0, 77.0, 455.0, 0.0, 3.0, 84.0, 107.0, 2.0, 19.0, 43.0, 0.0, 66.0, 0.0, 77.0, 1.0, 0.0, 1068.0, 0.0, 2.0, 20.0, 0.0, 7.0, 0.0, 1265.0, 0.0, 166.0, 184.0], [0.0, 6.0, 36.0, 460.0, 0.0, 0.0, 86.0, 434.0, 0.0, 1.0, 113.0, 90.0, 3.0, 8.0, 41.0, 0.0, 53.0, 0.0, 81.0, 0.0, 0.0, 1014.0, 0.0, 4.0, 26.0, 0.0, 6.0, 0.0, 1285.0, 0.0, 176.0, 173.0]]
6:[[0.0, 37.0, 0.0, 0.0, 1335.0, 0.0, 0.0, 919.0, 17.0, 124.0, 0.0, 0.0, 0.0, 1.0, 10.0, 435.0, 20.0, 0.0, 1.0, 133.0, 492.0, 0.0, 0.0, 0.0, 109.0, 23.0, 0.0, 315.0, 0.0, 5.0, 120.0, 0.0], [0.0, 39.0, 0.0, 0.0, 1326.0, 0.0, 0.0, 951.0, 14.0, 106.0, 0.0, 0.0, 1.0, 0.0, 13.0, 453.0, 12.0, 0.0, 0.0, 124.0, 467.0, 0.0, 0.0, 0.0, 105.0, 20.0, 0.0, 326.0, 0.0, 6.0, 133.0, 0.0], [0.0, 38.0, 0.0, 0.0, 1361.0, 0.0, 0.0, 945.0, 12.0, 119.0, 0.0, 0.0, 0.0, 2.0, 17.0, 427.0, 13.0, 0.0, 4.0, 123.0, 465.0, 1.0, 0.0, 0.0, 125.0, 10.0, 0.0, 306.0, 0.0, 8.0, 120.0, 0.0], [0.0, 34.0, 0.0, 0.0, 1342.0, 0.0, 0.0, 896.0, 14.0, 125.0, 0.0, 0.0, 0.0, 2.0, 9.0, 431.0, 22.0, 0.0, 1.0, 146.0, 556.0, 1.0, 0.0, 0.0, 113.0, 24.0, 0.0, 274.0, 0.0, 6.0, 100.0, 0.0]]
7:[[0.0, 2.0, 261.0, 0.0, 0.0, 205.0, 35.0, 0.0, 1577.0, 81.0, 0.0, 0.0, 1.0, 77.0, 0.0, 0.0, 0.0, 0.0, 3.0, 138.0, 478.0, 39.0, 0.0, 129.0, 62.0, 56.0, 79.0, 646.0, 0.0, 0.0, 227.0, 0.0], [0.0, 2.0, 255.0, 0.0, 0.0, 181.0, 37.0, 0.0, 1603.0, 89.0, 0.0, 0.0, 0.0, 92.0, 0.0, 0.0, 0.0, 0.0, 10.0, 145.0, 491.0, 42.0, 0.0, 124.0, 71.0, 49.0, 80.0, 611.0, 0.0, 0.0, 214.0, 0.0], [0.0, 6.0, 239.0, 0.0, 0.0, 184.0, 66.0, 0.0, 1603.0, 67.0, 0.0, 0.0, 0.0, 89.0, 0.0, 0.0, 0.0, 0.0, 5.0, 150.0, 531.0, 37.0, 0.0, 125.0, 62.0, 49.0, 58.0, 627.0, 0.0, 0.0, 198.0, 0.0], [0.0, 2.0, 241.0, 0.0, 0.0, 165.0, 82.0, 0.0, 1610.0, 69.0, 1.0, 0.0, 2.0, 76.0, 0.0, 0.0, 0.0, 0.0, 0.0, 181.0, 478.0, 42.0, 1.0, 117.0, 48.0, 41.0, 87.0, 656.0, 0.0, 0.0, 197.0, 0.0]]
8:[[32.0, 164.0, 162.0, 0.0, 149.0, 0.0, 21.0, 0.0, 0.0, 105.0, 110.0, 18.0, 1.0, 0.0, 0.0, 0.0, 0.0, 4.0, 360.0, 658.0, 19.0, 13.0, 0.0, 0.0, 0.0, 22.0, 554.0, 987.0, 657.0, 0.0, 0.0, 60.0], [32.0, 202.0, 170.0, 0.0, 116.0, 0.0, 28.0, 0.0, 0.0, 127.0, 93.0, 20.0, 1.0, 0.0, 0.0, 0.0, 0.0, 5.0, 347.0, 661.0, 28.0, 17.0, 0.0, 0.0, 0.0, 17.0, 539.0, 974.0, 677.0, 0.0, 1.0, 41.0], [39.0, 169.0, 172.0, 0.0, 146.0, 0.0, 28.0, 0.0, 1.0, 97.0, 80.0, 21.0, 0.0, 0.0, 0.0, 0.0, 1.0, 5.0, 351.0, 661.0, 23.0, 9.0, 1.0, 0.0, 0.0, 14.0, 587.0, 1002.0, 624.0, 0.0, 0.0, 65.0], [45.0, 182.0, 167.0, 0.0, 119.0, 0.0, 53.0, 1.0, 0.0, 103.0, 116.0, 31.0, 3.0, 0.0, 0.0, 0.0, 0.0, 4.0, 332.0, 653.0, 29.0, 13.0, 0.0, 0.0, 0.0, 25.0, 537.0, 999.0, 624.0, 0.0, 1.0, 59.0]]
9:[[13.0, 0.0, 43.0, 0.0, 0.0, 4.0, 314.0, 0.0, 3.0, 110.0, 0.0, 0.0, 10.0, 0.0, 349.0, 13.0, 0.0, 0.0, 1037.0, 7.0, 184.0, 159.0, 652.0, 143.0, 9.0, 711.0, 7.0, 248.0, 2.0, 0.0, 77.0, 1.0], [14.0, 0.0, 21.0, 2.0, 0.0, 5.0, 302.0, 0.0, 2.0, 105.0, 0.0, 0.0, 15.0, 0.0, 384.0, 11.0, 0.0, 0.0, 980.0, 11.0, 207.0, 157.0, 686.0, 186.0, 8.0, 663.0, 3.0, 244.0, 8.0, 1.0, 80.0, 1.0], [11.0, 0.0, 27.0, 0.0, 0.0, 1.0, 282.0, 0.0, 0.0, 77.0, 0.0, 0.0, 23.0, 0.0, 346.0, 19.0, 0.0, 1.0, 1036.0, 10.0, 200.0, 181.0, 645.0, 176.0, 12.0, 706.0, 6.0, 248.0, 6.0, 0.0, 81.0, 2.0], [20.0, 0.0, 39.0, 0.0, 0.0, 2.0, 257.0, 0.0, 3.0, 100.0, 0.0, 2.0, 22.0, 0.0, 333.0, 5.0, 0.0, 0.0, 992.0, 12.0, 240.0, 181.0, 672.0, 163.0, 18.0, 714.0, 5.0, 237.0, 4.0, 0.0, 73.0, 2.0]]
